short_name,overall,nationality,team_position,age,height_cm,weight_kg,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
D. Torres,67,Chile,LM,26,175,70,76,52,48,69,59,59,52,44,71,71,81,68,73,50,76,59,80,69,66,62,49,62,36,48,41,60,71,57,57,8,13,15,8,14
D. Tonucci,69,Italy,LCB,30,182,78,33,31,61,47,32,41,31,32,44,48,50,33,33,69,77,42,82,70,89,42,74,66,29,21,42,69,69,74,64,5,11,23,7,21
D. Thomalla,68,Germany,ST,26,186,75,56,68,59,63,66,66,58,57,48,67,68,71,69,69,63,68,52,76,64,58,53,32,73,53,58,58,24,27,30,14,15,8,14,13
D. Telgenkamp,64,Netherlands,GK,32,192,103,15,11,11,22,11,11,17,17,25,22,34,33,39,50,32,45,42,29,75,11,18,10,11,31,20,50,11,11,11,68,63,60,62,65
D. Telford,63,England,LS,22,168,72,33,68,56,54,42,56,43,29,31,60,80,83,67,57,73,64,66,67,58,63,56,22,58,47,65,65,30,13,12,13,13,15,13,16
D. Tadić,65,Austria,ST,29,177,77,50,67,56,56,62,63,62,56,45,65,74,75,72,61,71,73,82,71,73,63,61,44,56,62,64,57,16,23,18,8,12,9,13,14
D. Szymonowicz,60,Poland,RCB,23,185,77,47,33,63,62,34,51,39,38,59,59,59,63,82,55,64,47,87,62,71,32,67,58,32,39,43,52,59,60,62,11,6,8,9,15
D. Swanson,66,Scotland,CAM,32,168,59,65,60,52,65,59,66,66,71,62,65,74,75,86,57,93,68,89,47,64,64,76,60,65,71,70,62,58,52,53,14,9,7,10,11
D. Suga,68,Japan,LM,20,171,69,70,58,54,69,58,68,65,56,63,67,67,71,67,65,74,61,61,81,68,54,44,55,58,63,30,64,63,58,48,8,6,10,5,7
D. Stipica,65,Croatia,GK,28,189,79,12,15,12,33,14,16,19,20,30,23,29,19,33,50,40,48,47,29,63,12,30,18,10,39,12,35,12,13,14,68,64,64,67,66
D. Steres,68,United States,RCB,28,183,77,48,24,74,67,27,39,28,24,66,59,41,53,60,63,59,35,77,66,74,22,68,66,38,29,38,59,66,65,62,14,10,11,8,15
D. Stahl,66,Germany,LDM,30,182,79,43,58,64,64,50,57,47,55,60,62,67,64,64,63,62,78,72,80,75,69,77,63,53,55,60,66,67,66,65,6,7,12,8,11
D. Sorescu,65,Romania,RM,21,176,72,59,54,53,55,46,65,57,34,38,68,92,88,91,56,76,66,65,89,63,51,31,56,56,49,45,47,61,57,52,6,10,10,6,8
D. Semenzato,65,Italy,RB,32,180,72,62,40,62,60,31,64,54,50,48,64,69,69,68,62,69,64,67,71,69,44,60,63,46,38,60,58,64,64,62,11,10,11,15,13
D. Sciaudone,70,Italy,LCM,30,183,78,68,69,74,72,65,68,64,66,68,71,68,83,72,64,72,72,75,83,73,69,61,62,68,65,66,68,64,67,65,9,11,7,8,13
D. Schmidt,67,Japan,GK,27,196,90,13,7,10,27,9,12,10,10,23,22,19,15,29,60,24,53,39,37,67,7,28,8,6,40,16,33,9,14,14,66,65,70,66,68
D. Schmidt,69,Germany,RCB,32,187,78,46,24,62,57,31,46,45,35,56,53,59,67,57,50,62,50,80,65,82,29,83,65,41,49,35,59,68,69,73,12,10,15,6,10
D. Schad,65,Germany,RB,22,176,70,62,39,43,62,36,59,50,33,52,60,84,82,78,60,78,42,73,86,56,34,53,56,51,44,42,46,60,62,61,10,7,14,11,12
D. Scarr,64,England,CB,24,188,85,36,32,63,49,30,44,32,29,47,50,60,65,47,54,55,54,73,70,80,38,71,59,33,36,37,50,60,62,61,12,15,11,9,14
D. Sánchez,69,Chile,GK,32,184,86,14,20,18,43,20,22,16,24,31,18,51,43,50,67,62,51,59,44,56,13,21,21,12,45,22,58,24,24,18,72,68,68,63,70
D. Salazar,62,Chile,ST,20,180,74,49,62,60,49,47,69,57,39,34,64,65,71,69,51,56,63,56,57,66,57,32,17,62,47,55,61,29,25,24,13,16,13,16,13
D. Saddiki,65,Netherlands,RCM,22,179,70,56,50,58,65,47,60,50,55,65,61,72,76,66,62,66,61,57,70,71,60,65,65,47,61,46,64,63,64,61,11,6,9,10,14
D. Rudd,69,England,GK,28,191,85,15,12,14,36,14,20,15,13,36,23,54,46,50,69,34,48,46,31,64,19,24,22,13,65,43,39,15,13,14,71,64,64,65,73
D. Rubio,69,Chile,CAM,26,179,77,52,70,65,63,69,67,61,42,49,70,68,65,73,65,76,73,70,70,61,65,66,23,70,58,74,63,28,40,40,7,12,11,15,9
D. Rowe,66,England,RM,27,183,76,64,60,40,61,42,72,56,50,60,66,88,83,87,55,82,63,56,66,57,62,50,26,55,51,56,56,40,28,22,6,5,8,7,6
D. Roßbach,68,Germany,LB,26,187,83,64,31,67,69,23,63,36,40,62,66,68,70,61,67,59,52,60,72,76,35,60,69,53,48,48,60,63,68,64,14,13,8,10,7
D. Rosero Valencia,69,Colombia,RCB,25,183,83,52,33,73,53,42,50,44,37,49,44,55,71,63,63,60,48,91,86,80,36,54,71,43,40,49,55,65,70,66,16,6,9,8,9
D. Rosende,62,Chile,RCM,33,172,66,52,38,53,67,38,51,44,38,70,67,54,30,64,57,74,57,74,51,56,61,69,68,48,55,47,58,66,64,52,14,11,9,13,14
D. Rose,64,England,RS,25,173,72,47,63,66,57,64,62,54,39,49,60,77,80,88,59,62,62,91,68,62,58,71,41,63,56,59,56,46,29,37,15,13,8,16,8
D. Rojas,70,Chile,RM,24,164,52,65,61,40,71,58,73,63,67,67,71,68,67,90,60,93,68,30,63,56,66,44,54,67,72,52,58,31,35,20,13,12,16,11,7
D. Rodríguez,70,Argentina,GK,30,184,80,19,22,14,32,16,14,25,22,28,20,42,48,48,70,58,55,67,36,60,20,18,22,16,47,73,42,19,17,15,72,64,73,65,75
D. Rienstra,66,Netherlands,CDM,26,174,70,61,52,46,68,53,63,61,48,64,67,62,69,66,57,73,57,60,73,60,57,64,62,61,62,49,64,63,66,65,12,15,13,7,7
D. Reimann,66,Germany,GK,22,186,82,9,6,8,39,7,7,11,12,37,24,44,46,53,64,50,53,69,31,47,8,18,10,6,30,17,35,9,10,9,69,61,70,61,70
D. Rasak,63,Poland,RDM,23,184,77,40,41,57,65,37,58,43,39,60,63,65,66,74,56,62,60,81,72,71,42,58,62,52,59,42,55,57,64,61,6,11,5,13,7
D. Quiñónes,68,Colombia,LM,23,172,72,59,56,44,63,33,71,59,52,58,63,91,87,83,55,77,64,83,82,50,51,54,54,64,61,37,64,51,41,37,12,10,13,13,13
D. Prokop,68,Austria,CAM,22,171,68,53,59,50,62,54,77,69,45,59,73,84,75,85,64,92,55,82,70,49,57,61,44,54,63,43,69,34,40,39,12,5,13,11,5
D. Pratley,66,England,LDM,34,185,69,60,59,64,64,62,64,61,52,61,65,53,53,67,72,63,65,87,83,74,60,80,63,66,63,61,62,71,62,64,8,12,11,16,12
D. Powell,64,England,RW,28,187,84,53,60,38,61,49,66,54,29,55,63,86,91,71,51,41,67,59,71,71,62,39,23,60,46,53,58,26,34,17,11,16,12,9,9
D. Post,69,Netherlands,CDM,30,191,92,46,52,68,64,42,60,44,58,64,68,45,36,37,65,43,75,71,78,89,61,74,68,52,59,59,67,65,73,66,15,11,16,10,13
D. Poggenberg,62,Germany,LB,27,184,78,57,35,55,59,36,60,37,35,46,61,66,64,60,59,62,47,61,51,66,38,54,58,42,42,49,52,65,66,64,14,7,11,13,11
D. Pisot,69,Germany,LCB,31,186,80,58,44,65,59,49,56,48,42,58,68,64,78,66,63,59,59,80,71,78,51,70,64,43,52,69,65,63,70,68,10,8,8,7,16
D. Pines,63,United States,RCB,21,196,88,21,19,66,49,22,37,26,22,44,46,67,76,60,53,52,29,68,66,81,20,69,54,26,32,33,44,58,63,58,9,5,9,5,8
D. Phillips,68,England,GK,24,188,76,19,15,12,32,19,21,19,20,18,27,48,43,30,54,54,46,51,38,58,18,19,14,6,20,27,46,24,20,16,69,66,61,68,72
D. Petrucci,68,Italy,CM,27,184,76,42,54,64,74,54,70,67,68,70,73,51,54,54,58,51,74,63,77,75,64,59,63,52,56,65,55,59,66,63,10,14,8,9,8
D. Petratos,69,Australia,RM,26,176,72,65,65,41,62,57,69,74,70,61,67,80,82,87,61,74,75,44,86,75,68,65,45,67,61,62,64,44,55,45,10,11,9,8,14
D. Perkins,65,England,RCM,37,168,76,53,43,50,66,30,60,38,59,64,64,60,55,76,64,85,65,80,73,63,62,77,64,60,65,56,70,65,66,65,10,10,12,12,8
D. Pérez,69,Argentina,LB,30,170,67,60,45,60,65,44,68,55,47,59,66,79,79,81,64,87,69,88,81,45,67,75,65,65,42,55,54,66,69,68,14,16,11,10,14
D. Peralta,70,Colombia,RCB,34,188,84,39,44,72,62,63,60,44,52,50,63,33,33,36,67,48,70,61,59,91,45,76,65,45,43,59,69,70,70,62,16,10,15,8,11
D. Pedersen,66,Denmark,RCM,26,185,74,57,41,64,68,39,55,39,40,68,62,66,72,71,54,72,53,75,78,72,51,70,66,46,58,37,60,61,64,62,16,7,12,10,13
D. Parrett,62,England,LCM,27,178,86,54,53,48,63,56,60,65,63,64,64,61,69,73,47,76,65,67,75,59,63,49,44,59,65,59,58,52,48,45,14,9,14,9,11
D. Oyarzún,68,Chile,LCB,26,185,78,56,44,72,64,36,55,55,27,61,58,58,65,55,49,44,66,72,77,73,33,68,67,48,38,34,48,67,72,57,10,8,12,8,7
D. Orellana,61,Chile,RCM,26,173,73,62,39,45,65,47,59,62,38,62,65,68,66,68,46,84,49,62,66,57,50,74,57,49,65,51,57,59,60,55,10,8,10,14,11
D. Olaru,65,Romania,CAM,21,176,70,57,48,36,64,43,70,45,65,58,65,64,69,73,57,73,54,61,59,57,67,43,29,65,67,61,61,32,33,37,12,10,7,12,15
D. Oko,65,Poland,LCB,22,190,83,22,18,65,49,31,27,24,28,32,52,58,38,55,61,50,35,68,53,85,23,59,66,27,31,32,52,61,65,64,12,10,6,6,8
D. Novoa,68,Colombia,GK,30,186,88,16,15,13,26,14,18,14,39,22,20,46,49,32,57,39,55,52,33,63,20,17,16,13,29,40,38,16,14,13,64,76,73,68,64
D. Novac,61,Romania,CDM,31,180,76,51,48,41,61,40,63,48,41,63,60,64,62,59,56,65,49,53,73,60,48,40,52,52,62,44,58,33,58,43,9,15,5,6,6
D. Nishi,67,Japan,RWB,31,176,73,69,58,58,72,60,65,54,42,70,69,40,56,66,61,68,42,82,87,73,46,74,62,65,64,37,60,65,65,72,7,6,12,6,7
D. Niepsuj,64,Poland,RB,23,183,76,63,37,62,58,53,57,56,34,47,61,77,74,70,53,73,60,70,65,69,45,62,58,49,51,46,53,60,67,63,5,9,5,14,11
D. Newton,63,England,LS,28,178,75,35,63,55,44,63,61,43,33,29,61,76,77,78,56,62,64,80,82,76,53,77,23,61,52,61,57,28,11,18,5,12,10,15,13
D. Moxey,64,England,LCB,33,180,70,65,50,58,60,44,56,53,39,56,59,71,61,68,61,64,57,74,77,71,60,65,61,44,54,45,59,62,63,64,6,8,8,9,9
D. Moscardelli,70,Italy,ST,39,185,80,65,68,70,68,74,80,74,70,55,80,33,50,56,68,58,82,66,33,82,71,55,21,68,67,72,72,24,49,40,14,14,14,12,8
D. Mohamed,68,France,LCM,30,182,73,67,55,64,67,51,62,59,62,65,64,66,65,68,66,66,62,73,84,66,54,67,70,63,65,68,73,70,64,63,14,10,13,14,11
D. Mesenhöler,66,Germany,GK,23,188,83,18,15,14,32,17,12,18,15,25,21,50,48,34,66,50,43,70,33,63,18,21,21,17,15,23,28,12,20,12,67,69,57,62,65
D. Melnjak,67,Croatia,LB,26,179,73,69,43,65,67,42,68,47,51,60,69,70,68,69,62,66,66,54,68,61,58,72,60,73,59,35,71,60,70,69,15,7,10,8,6
D. McGeouch,67,Scotland,LCM,26,178,69,59,39,52,72,42,67,43,45,72,69,62,65,69,65,82,69,63,76,69,56,62,45,61,65,52,69,63,60,61,10,11,15,14,15
D. Mayor,65,England,LCM,28,183,76,62,62,47,62,36,75,66,50,60,66,70,73,83,59,82,60,70,68,65,70,53,56,64,72,62,69,45,37,20,13,6,8,14,10
D. Mast,65,Germany,LM,27,186,79,61,60,44,61,51,65,49,56,44,63,84,83,72,61,65,64,64,66,66,39,41,28,55,59,52,58,41,29,26,9,11,9,10,15
D. Marsura,67,Italy,LF,25,187,78,60,64,58,61,55,70,64,60,53,68,83,88,85,61,72,64,64,70,75,61,45,32,63,58,63,65,34,26,20,6,10,7,12,7
D. Markey,60,Republic of Ireland,LCM,22,170,68,56,51,39,59,54,64,56,55,54,62,74,71,85,50,85,54,56,71,30,53,28,44,52,54,55,61,55,37,35,9,10,13,6,14
D. Mandroiu,62,Republic of Ireland,CAM,20,178,73,60,57,52,62,56,62,63,65,59,59,68,62,68,54,66,62,62,70,63,62,60,45,58,62,64,60,52,53,52,5,7,8,11,10
D. MacKinnon,64,Scotland,CM,33,178,74,45,42,55,62,50,53,39,48,57,57,41,50,63,56,74,72,67,86,83,48,92,60,54,43,61,68,62,63,60,11,10,11,13,14
D. Maatsen,65,Netherlands,RW,29,183,71,60,55,55,55,43,67,51,35,42,64,93,92,72,60,72,63,81,77,57,65,44,21,54,57,58,52,47,33,31,9,13,10,9,9
D. Luxbacher,64,Austria,CAM,27,174,71,60,55,55,64,50,65,66,60,58,64,78,75,83,59,78,60,91,62,60,57,47,58,54,60,52,58,35,51,32,12,11,9,10,10
D. Lovitz,67,United States,LB,27,178,75,65,50,58,59,57,66,68,61,57,62,75,74,71,65,68,61,75,80,68,51,75,64,57,60,53,60,66,66,65,15,8,15,12,10
D. Love,60,Scotland,RWB,24,178,72,54,25,44,56,30,56,27,32,49,52,68,69,62,59,67,38,64,55,63,29,58,61,49,40,39,47,60,61,62,8,13,7,14,9
D. Louiserre,68,France,LCM,24,172,63,67,57,54,72,61,65,69,71,68,68,57,55,71,65,83,72,63,70,58,68,64,65,61,72,67,70,61,67,62,12,10,16,10,7
D. López,65,Colombia,RM,27,176,74,52,65,51,64,55,64,46,43,57,63,74,75,72,63,73,67,64,65,69,50,50,23,66,63,52,65,37,37,35,15,9,11,12,12
D. Liotti,67,Italy,LB,25,180,75,74,35,58,63,45,70,73,65,62,70,84,81,78,59,64,75,60,74,70,67,75,62,55,60,59,54,60,62,60,8,12,13,14,10
D. Lia,60,Italy,RB,21,175,70,54,23,45,57,27,52,41,30,50,51,66,63,61,52,75,25,57,65,47,25,51,60,47,42,33,49,56,66,62,11,8,12,8,8
D. Lewington,64,England,LWB,35,183,86,66,22,58,66,18,54,59,64,62,61,49,41,67,62,55,51,66,80,78,47,68,63,58,56,22,71,63,67,63,7,12,16,14,14
D. Lévêque,67,France,LB,29,182,72,65,30,64,63,23,57,49,33,59,66,61,69,69,66,66,56,73,63,63,21,67,70,42,53,46,62,65,65,66,14,6,6,9,9
D. Leahy,62,Republic of Ireland,LB,21,185,72,59,52,58,57,45,58,56,51,55,57,61,64,65,55,54,54,69,71,58,42,68,59,53,52,51,59,60,64,61,7,12,6,11,6
D. Lazăr,66,Romania,GK,27,184,82,12,13,12,24,17,15,14,12,23,14,31,24,34,63,48,51,57,21,31,12,21,19,18,50,16,40,17,11,15,61,63,68,64,70
D. Lanius,60,Germany,RCB,22,195,85,37,21,60,40,31,31,23,25,45,43,55,64,51,60,39,56,33,59,85,38,62,54,19,41,31,51,55,61,61,13,14,13,12,5
D. Kyereh,67,Germany,RS,23,179,73,51,67,58,59,67,76,31,27,33,65,86,86,86,64,75,64,90,68,56,60,44,19,64,49,46,55,20,15,17,5,8,5,10,11
D. Kvande,64,Norway,RCB,24,189,78,64,32,60,65,20,55,60,60,68,62,54,53,50,58,61,77,65,68,77,53,58,63,28,58,48,45,63,62,58,7,11,13,15,10
D. Kutesa,66,Switzerland,LW,21,176,67,51,59,37,65,41,68,44,38,55,68,88,90,87,57,81,60,88,73,65,58,39,33,61,62,53,58,41,39,34,6,11,6,11,7
D. Kerkez,66,Serbia,LCB,23,190,83,30,20,65,56,27,32,32,33,40,44,50,53,46,62,35,40,48,58,76,25,72,64,25,32,41,59,67,69,64,9,6,14,7,7
D. Keita-Ruel,70,France,LS,29,185,79,49,72,69,53,66,61,59,44,38,63,75,78,70,63,65,74,85,85,85,65,79,19,68,48,58,61,36,38,23,7,15,12,9,15
D. Kaiser,70,Germany,RCM,30,171,67,72,69,43,71,72,69,76,73,68,70,62,50,75,72,84,74,74,74,58,69,70,65,70,67,69,68,50,59,56,14,11,10,7,10
D. Jones,63,England,LB,32,188,89,65,42,51,60,46,59,66,67,58,58,69,82,68,58,70,56,80,85,73,45,61,56,57,61,48,60,52,57,60,4,3,17,5,8
D. Johnsen,68,Norway,LW,21,185,75,67,52,40,66,60,75,67,50,60,72,85,77,80,62,70,69,33,64,65,56,42,22,58,68,46,58,27,23,23,8,7,12,13,6
D. Jarvis,60,Northern Ireland,LB,27,178,71,52,33,50,51,37,51,35,39,47,53,68,70,75,60,62,39,84,75,57,36,63,60,53,53,43,52,59,59,56,10,10,12,11,13
D. Islamovic,66,Sweden,ST,25,189,87,39,66,57,63,69,61,64,58,52,65,41,58,60,64,60,78,63,69,85,69,44,42,67,64,62,68,28,16,19,10,11,16,10,10
D. Irandust,68,Sweden,CAM,21,185,73,54,59,39,68,50,68,53,43,67,72,76,72,71,57,68,54,57,70,66,49,44,40,65,69,49,64,40,44,39,15,13,10,5,7
D. Imbongo Boele,65,France,RS,29,188,73,48,63,65,64,59,54,61,39,43,60,67,69,71,64,62,70,76,68,77,60,76,22,66,60,64,69,32,13,15,10,15,14,14,15
D. Hümmet,63,Turkey,ST,22,187,80,40,66,56,58,49,57,42,42,49,58,58,61,56,57,60,67,63,65,84,54,50,23,61,52,64,55,27,25,19,7,15,15,15,8
D. Hume,61,England,LWB,20,177,60,57,29,52,56,30,64,43,31,37,60,76,75,68,60,65,45,55,69,53,37,50,57,67,39,42,44,54,59,58,11,7,6,7,10
D. Horgan,70,Republic of Ireland,RM,26,170,70,66,63,49,64,54,73,69,67,56,72,84,86,85,58,80,64,82,84,56,60,40,16,60,64,61,56,48,26,20,7,13,15,12,7
D. Høegh,68,Denmark,RCB,28,190,79,31,31,75,64,33,42,30,28,65,58,50,42,54,62,51,58,77,69,77,46,69,64,32,42,34,60,66,68,65,8,13,14,7,11
D. Hernández,69,Colombia,CAM,28,176,65,68,54,37,69,65,69,64,70,65,70,74,73,80,68,74,68,40,61,64,64,50,31,68,71,58,67,33,27,25,7,8,7,8,12
D. Hägele,68,Germany,LDM,30,186,76,55,55,62,70,47,61,58,58,68,66,68,65,67,67,61,65,76,80,76,61,70,67,55,62,66,70,56,67,60,6,12,9,14,11
D. Guthrie,66,England,CM,32,176,79,65,56,57,68,61,63,69,69,69,68,54,53,70,64,78,71,64,65,63,67,77,58,59,67,64,72,60,61,59,14,16,10,9,8
D. Gustafsson,66,Sweden,RM,28,177,75,54,61,42,55,53,70,49,46,49,63,90,92,79,63,79,63,72,79,60,59,48,38,68,50,51,62,62,35,32,8,9,11,9,11
D. Gugganig,64,Austria,LCB,22,190,82,46,30,60,59,29,38,29,28,54,50,60,63,58,64,44,50,54,65,77,39,63,59,26,35,33,56,61,65,61,13,12,11,5,8
D. Grubb,63,England,LW,27,183,82,65,58,34,57,40,64,60,63,53,62,72,74,73,54,69,58,64,72,64,60,38,20,57,56,59,60,23,21,20,13,12,7,8,12
D. González,65,Colombia,RCB,29,190,86,29,27,67,51,23,39,27,30,46,47,40,47,37,64,36,46,51,57,92,29,74,65,25,42,35,47,54,66,53,9,11,15,15,13
D. Gomis,66,France,LM,26,173,68,61,65,45,64,41,70,52,46,62,68,72,70,65,56,71,51,58,51,56,61,43,23,65,59,53,59,34,47,46,6,14,7,13,7
D. Gómez,67,Colombia,RB,31,173,73,65,44,49,63,31,64,37,46,59,65,86,76,69,53,75,71,66,85,80,45,68,62,46,43,59,58,70,65,63,12,6,8,14,14
D. Gissi,67,Switzerland,LCB,28,193,86,63,42,65,62,42,51,51,61,57,64,39,37,50,69,34,58,56,68,87,49,71,65,50,50,42,55,64,62,61,10,13,11,16,11
D. Giraldo,66,Colombia,LCM,27,178,70,57,43,63,68,32,58,47,48,64,65,72,68,66,58,68,49,75,82,71,55,67,60,44,56,49,58,64,66,58,10,13,12,15,14
D. Gerken,67,England,GK,34,183,77,13,17,17,31,19,16,16,20,32,24,46,51,64,64,65,49,65,40,70,15,30,21,11,45,16,44,8,13,12,68,66,65,65,68
D. Gavazzi,68,Italy,LCM,33,185,73,65,60,59,70,51,65,60,51,67,69,74,70,74,66,77,71,75,74,69,70,61,65,62,65,51,67,64,51,51,4,10,13,6,13
D. Gastaldello,70,Italy,RCB,36,185,77,34,35,72,61,33,52,37,23,62,60,36,34,34,62,58,54,78,33,75,39,72,72,30,49,41,72,68,71,67,6,8,8,5,10
D. Gape,66,England,CDM,24,175,70,65,54,57,66,44,62,61,43,65,65,68,66,76,64,81,63,74,80,69,61,74,63,57,64,56,65,64,65,63,11,16,11,15,8
D. Gallagher,67,Scotland,RCB,28,196,86,40,25,72,53,32,42,30,23,42,50,50,51,38,59,34,36,72,72,83,19,73,57,33,37,34,54,66,67,62,9,12,12,10,10
D. Gabriele,64,Germany,CAM,24,179,75,55,54,43,60,52,68,64,68,47,70,75,75,77,63,72,58,66,69,58,50,42,20,60,61,65,52,39,22,21,15,7,13,9,16
D. Furman,69,Poland,LDM,26,181,71,68,52,60,71,46,60,66,70,70,66,67,67,67,62,71,69,67,72,67,64,76,71,61,73,61,64,68,64,63,6,16,10,11,7
D. Frick,66,Germany,CB,29,188,84,39,60,49,70,30,62,32,38,70,64,59,55,60,66,56,42,74,57,79,58,72,62,64,62,43,60,60,60,62,12,6,11,6,10
D. Fox,69,Scotland,LCB,33,183,78,72,29,62,67,42,61,68,65,67,68,45,41,63,68,65,64,73,63,71,65,71,70,56,65,63,70,71,66,68,12,9,11,15,7
D. Fitz,64,Austria,RS,20,175,67,44,60,47,66,44,63,65,62,61,67,73,68,81,46,86,62,78,55,41,64,37,22,54,64,55,59,22,42,39,10,12,15,9,11
D. Fisher,70,England,RB,25,175,70,61,20,58,57,26,65,31,32,50,64,78,79,72,69,63,32,71,80,71,26,84,69,37,42,35,56,67,73,70,12,14,10,14,6
D. Fernández,60,Chile,RCM,21,175,70,49,42,60,62,38,59,31,38,55,61,67,64,73,54,72,62,64,91,68,50,50,47,50,61,47,48,55,61,62,12,14,7,15,13
D. Fällman,67,Sweden,LCB,29,187,84,29,27,65,47,31,35,22,30,49,47,51,54,45,63,54,35,51,51,81,25,79,69,23,42,35,51,66,66,62,16,15,9,14,10
D. Ernst,64,Germany,RB,28,178,72,62,36,53,56,31,47,49,48,42,57,72,72,73,58,73,52,74,89,64,43,86,60,45,39,52,52,55,59,62,6,7,11,10,8
D. Erdmann,68,Germany,LCB,28,188,86,43,33,64,58,40,42,38,37,53,57,54,55,53,61,50,65,68,83,84,30,94,58,38,45,51,57,60,68,70,12,10,8,9,9
D. Edwards,65,Wales,RCM,33,183,78,62,63,69,64,63,62,60,53,58,62,53,50,62,72,59,63,83,86,70,53,65,67,68,63,55,61,50,62,60,14,13,7,14,14
D. Dziwniel,64,Poland,LB,26,178,72,64,36,39,63,37,65,57,30,55,63,72,71,72,56,72,56,72,69,67,44,53,62,53,51,56,61,58,65,65,14,9,7,12,12
D. Drescher,65,Austria,CB,29,190,85,27,20,69,49,17,35,34,27,46,42,34,34,47,58,38,27,34,34,89,24,74,62,25,35,31,58,65,64,63,16,15,12,11,15
D. Douline,66,France,CM,26,181,77,47,49,58,64,48,54,45,37,59,62,52,50,58,64,60,61,59,77,65,53,67,69,44,58,47,54,67,64,64,10,9,7,8,9
D. Doekhi,67,Netherlands,RCB,21,190,83,39,33,64,67,31,53,36,31,65,65,50,64,61,60,55,58,69,68,82,28,67,64,40,54,38,65,67,66,59,9,9,10,13,14
D. Djulbic,63,Australia,CB,36,194,90,21,39,66,41,28,25,21,42,44,40,30,30,32,52,31,59,60,55,90,29,84,56,26,35,39,58,57,64,61,6,12,12,6,7
D. Diring,65,France,LM,27,180,77,62,48,53,66,42,62,59,59,63,63,69,68,67,66,66,60,80,81,73,50,69,63,61,64,40,56,59,61,64,11,16,9,12,7
D. Díaz,67,Chile,LCB,33,179,73,25,21,69,57,25,48,23,21,38,45,55,53,52,61,54,38,79,67,78,21,74,67,21,31,30,49,64,67,64,8,12,10,15,9
D. Diaw,65,Italy,RS,27,191,76,52,65,61,55,62,61,59,48,38,60,73,77,62,61,71,69,59,60,70,55,58,19,60,52,55,58,25,13,19,10,7,8,7,13
D. De Silva,66,Australia,CAM,22,170,60,47,59,27,65,59,68,62,45,62,68,77,74,81,56,85,59,77,83,67,65,36,30,60,63,50,65,32,36,20,7,9,8,15,10
D. De fauw,69,Belgium,RB,37,186,69,76,39,78,70,29,59,64,70,71,68,36,37,61,66,64,72,37,78,63,68,68,75,58,68,46,80,78,68,67,8,11,14,15,15
D. Crnomarković,65,Serbia,LCB,25,188,77,24,22,65,51,29,34,28,31,54,48,63,74,51,55,53,43,70,64,70,21,61,65,30,31,35,45,64,66,63,15,5,10,13,8
D. Cornell,60,Wales,GK,28,188,79,16,13,11,29,14,11,16,11,30,23,38,34,47,51,50,47,58,18,64,12,32,17,12,31,21,49,9,12,17,62,58,62,57,62
D. Cornelius,65,Canada,LCB,21,187,86,33,26,63,52,34,34,29,22,50,49,56,63,54,61,49,39,74,65,78,21,72,60,38,30,31,53,65,64,62,13,10,13,7,6
D. Conroy,62,England,LCB,23,181,78,30,18,65,63,21,56,37,31,61,59,62,52,51,48,51,48,63,67,78,24,58,55,26,32,34,56,53,65,63,9,6,13,12,9
D. Cole,60,Scotland,RB,27,189,80,47,28,55,54,16,45,34,37,50,55,50,58,47,55,44,30,66,57,81,20,72,52,51,49,43,62,56,57,52,15,9,12,15,14
D. Cleary,63,Republic of Ireland,RCB,23,182,74,28,24,59,54,32,38,34,31,38,50,52,63,40,58,53,44,64,60,71,27,70,63,25,27,50,48,62,63,61,5,8,9,11,6
D. Chica,65,Colombia,RDM,38,175,70,67,53,43,68,31,65,53,58,69,71,48,51,68,78,70,55,67,31,69,58,61,55,62,61,59,64,65,65,62,6,8,9,6,11
D. Cawley,60,Republic of Ireland,LCM,27,178,76,52,53,54,59,38,58,51,59,60,57,57,58,70,54,72,59,74,76,61,59,58,55,53,58,53,59,56,59,53,6,11,11,6,10
D. Casey,62,Republic of Ireland,RCB,21,183,85,30,30,60,52,33,44,30,32,46,43,46,59,52,58,50,50,70,67,75,30,73,59,26,30,43,52,58,60,56,6,12,9,15,8
D. Cardoso,67,South Africa,LCB,30,184,78,32,29,65,47,41,52,32,31,58,47,66,69,45,54,64,48,76,69,71,21,66,65,27,42,48,65,68,71,70,11,11,11,12,11
D. Cancola,62,Austria,LDM,22,183,73,39,31,53,65,31,53,36,41,61,60,54,47,57,62,64,45,62,66,64,29,66,61,48,59,46,47,60,58,56,10,13,7,6,11
D. Camacho,62,Colombia,RM,22,178,71,52,59,40,62,42,63,42,41,60,61,69,66,66,55,67,55,54,68,63,48,35,32,61,59,48,56,48,41,44,8,14,11,9,13
D. Cabrera,68,Mexico,LCM,29,180,76,67,50,50,72,47,65,70,68,69,70,65,66,73,62,56,75,58,68,72,67,68,69,61,67,58,63,65,60,60,11,14,6,16,16
